post_id,data_postagem,tipo_conteudo,legenda,hashtags,curtidas,comentarios,alcance,impressoes,salvamentos,compartilhamentos,visualizacoes_video,seguidores,cliques_link,visitas_perfil,idade_media,genero_predominante,localizacao_principal
1451,2025-06-17 16:33:47.987783432,reels,Legenda sobre o post 1451 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1451 #outrotema #marketingdigital #redessociais,4426,330,39834,79668,130,47,3198.0,18936,34,132,25,Masculino,Rio de Janeiro
1452,2025-06-17 19:37:39.141324520,carousel,Legenda sobre o post 1452 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1452 #outrotema #marketingdigital #redessociais,4357,228,126353,126353,62,172,,18938,68,182,42,Masculino,São Paulo
1453,2025-06-17 21:30:42.288734913,image,Legenda sobre o post 1453 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1453 #outrotema #marketingdigital #redessociais,504,18,3528,3528,145,84,,18940,0,260,31,Masculino,São Paulo
1454,2025-06-17 22:06:45.375454187,reels,Legenda sobre o post 1454 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1454 #outrotema #marketingdigital #redessociais,1655,49,13240,26480,117,3,12661.0,18942,48,299,27,Masculino,Rio de Janeiro
1455,2025-06-17 23:12:24.386490345,video,Legenda sobre o post 1455 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1455 #outrotema #marketingdigital #redessociais,2371,496,30823,61646,109,119,9628.0,18944,25,297,18,Feminino,Outros
1456,2025-06-17 23:20:25.820842981,carousel,Legenda sobre o post 1456 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1456 #outrotema #marketingdigital #redessociais,594,224,16632,16632,120,82,,18946,55,248,37,Feminino,São Paulo
1457,2025-06-18 00:49:38.411070347,reels,Legenda sobre o post 1457 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1457 #outrotema #marketingdigital #redessociais,2193,153,28509,28509,108,6,12201.0,18948,13,187,40,Masculino,São Paulo
1458,2025-06-18 02:33:09.511985064,video,Legenda sobre o post 1458 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1458 #outrotema #marketingdigital #redessociais,4314,43,12942,25884,40,177,12521.0,18950,66,276,42,Masculino,Outros
1459,2025-06-18 04:13:57.172509670,image,Legenda sobre o post 1459 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1459 #outrotema #marketingdigital #redessociais,1052,277,13150,26300,127,60,,18952,68,110,36,Masculino,Porto Alegre
1460,2025-06-18 07:19:44.448385954,video,Legenda sobre o post 1460 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1460 #outrotema #marketingdigital #redessociais,4366,236,117882,117882,78,142,2768.0,18954,56,38,21,Masculino,Rio de Janeiro
1461,2025-06-18 08:39:41.952176571,image,Legenda sobre o post 1461 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1461 #outrotema #marketingdigital #redessociais,2769,317,41535,41535,18,141,,18956,17,265,40,Feminino,Rio de Janeiro
1462,2025-06-18 09:43:55.963380098,video,Legenda sobre o post 1462 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1462 #outrotema #marketingdigital #redessociais,184,407,644,1288,82,24,4536.0,18958,72,273,18,Masculino,Belo Horizonte
1463,2025-06-18 09:44:51.774388790,carousel,Legenda sobre o post 1463 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1463 #outrotema #marketingdigital #redessociais,4996,124,104916,104916,78,54,,18960,74,172,36,Feminino,Outros
1464,2025-06-18 11:09:44.567014217,image,Legenda sobre o post 1464 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1464 #outrotema #marketingdigital #redessociais,74,278,1998,1998,110,155,,18962,26,76,35,Feminino,Outros
1465,2025-06-18 12:21:33.707495213,image,Legenda sobre o post 1465 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1465 #outrotema #marketingdigital #redessociais,2713,355,13565,13565,34,12,,18964,78,273,35,Feminino,Rio de Janeiro
1466,2025-06-18 19:04:41.988019466,image,Legenda sobre o post 1466 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1466 #outrotema #marketingdigital #redessociais,1628,464,9768,9768,24,177,,18966,65,243,31,Feminino,Belo Horizonte
1467,2025-06-18 23:56:31.241116285,image,Legenda sobre o post 1467 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1467 #outrotema #marketingdigital #redessociais,4226,348,105650,105650,19,127,,18968,43,185,33,Masculino,São Paulo
1468,2025-06-19 01:18:54.585671663,reels,Legenda sobre o post 1468 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1468 #outrotema #marketingdigital #redessociais,2628,384,28908,28908,149,2,11059.0,18970,41,120,39,Feminino,Belo Horizonte
1469,2025-06-19 04:13:25.095566750,image,Legenda sobre o post 1469 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1469 #outrotema #marketingdigital #redessociais,997,173,24925,24925,40,23,,18972,49,65,23,Feminino,Porto Alegre
1470,2025-06-19 06:12:13.932226896,carousel,Legenda sobre o post 1470 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1470 #outrotema #marketingdigital #redessociais,1183,127,7098,14196,79,7,,18974,67,81,41,Feminino,Porto Alegre
1471,2025-06-19 07:28:48.975671291,video,Legenda sobre o post 1471 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1471 #outrotema #marketingdigital #redessociais,2535,394,24082,48165,112,55,13119.0,18976,61,78,28,Feminino,São Paulo
1472,2025-06-19 10:18:06.867155313,image,Legenda sobre o post 1472 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1472 #outrotema #marketingdigital #redessociais,3300,494,16500,33000,75,26,,18978,42,155,21,Masculino,São Paulo
1473,2025-06-19 11:36:30.237438202,image,Legenda sobre o post 1473 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1473 #outrotema #marketingdigital #redessociais,2890,361,60690,60690,58,134,,18980,55,194,38,Feminino,São Paulo
1474,2025-06-19 18:25:09.226594448,reels,Legenda sobre o post 1474 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1474 #outrotema #marketingdigital #redessociais,4526,408,33945,67890,126,41,3059.0,18982,2,109,20,Feminino,Rio de Janeiro
1475,2025-06-19 19:57:29.516534089,image,Legenda sobre o post 1475 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1475 #outrotema #marketingdigital #redessociais,4737,298,14211,28422,125,168,,18984,34,214,29,Masculino,Porto Alegre
1476,2025-06-19 21:09:59.111331463,video,Legenda sobre o post 1476 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1476 #outrotema #marketingdigital #redessociais,1636,398,15542,31084,62,128,11350.0,18986,15,159,39,Feminino,São Paulo
1477,2025-06-19 21:13:13.532299042,reels,Legenda sobre o post 1477 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1477 #outrotema #marketingdigital #redessociais,3378,113,84450,84450,136,50,3053.0,18988,0,186,19,Feminino,Rio de Janeiro
1478,2025-06-19 23:01:16.627169371,reels,Legenda sobre o post 1478 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1478 #outrotema #marketingdigital #redessociais,372,387,2976,2976,43,150,2842.0,18990,66,204,35,Masculino,São Paulo
1479,2025-06-19 23:56:02.879504442,image,Legenda sobre o post 1479 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1479 #outrotema #marketingdigital #redessociais,3836,346,76720,76720,19,125,,18992,13,187,41,Feminino,Rio de Janeiro
1480,2025-06-20 02:03:41.813491821,image,Legenda sobre o post 1480 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1480 #outrotema #marketingdigital #redessociais,2596,358,41536,41536,80,65,,18994,59,92,39,Feminino,Rio de Janeiro
1481,2025-06-20 07:04:50.971360207,image,Legenda sobre o post 1481 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1481 #outrotema #marketingdigital #redessociais,1638,8,22932,45864,62,12,,18996,29,94,18,Feminino,Outros
1482,2025-06-20 10:00:31.470409155,reels,Legenda sobre o post 1482 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1482 #outrotema #marketingdigital #redessociais,4295,141,47245,94490,87,156,14756.0,18998,3,100,28,Masculino,São Paulo
1483,2025-06-20 11:48:41.124392986,video,Legenda sobre o post 1483 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1483 #outrotema #marketingdigital #redessociais,3299,101,36289,72578,92,60,2091.0,19000,27,168,36,Masculino,Outros
1484,2025-06-20 12:57:11.711417913,video,Legenda sobre o post 1484 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1484 #outrotema #marketingdigital #redessociais,3783,24,37830,75660,47,76,6231.0,19002,30,258,22,Feminino,Outros
1485,2025-06-20 14:50:00.312478065,video,Legenda sobre o post 1485 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1485 #outrotema #marketingdigital #redessociais,2512,456,60288,60288,144,24,10300.0,19004,18,209,26,Feminino,Porto Alegre
1486,2025-06-20 15:19:18.844843864,image,Legenda sobre o post 1486 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1486 #outrotema #marketingdigital #redessociais,1751,75,10506,10506,24,160,,19006,20,274,40,Masculino,Porto Alegre
1487,2025-06-20 16:18:42.749295712,image,Legenda sobre o post 1487 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1487 #outrotema #marketingdigital #redessociais,2776,108,15268,30536,44,142,,19008,49,203,19,Feminino,São Paulo
1488,2025-06-20 16:28:05.683147430,carousel,Legenda sobre o post 1488 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1488 #outrotema #marketingdigital #redessociais,184,31,2668,5336,100,121,,19010,61,13,35,Masculino,São Paulo
1489,2025-06-20 20:11:03.737781525,image,Legenda sobre o post 1489 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1489 #outrotema #marketingdigital #redessociais,4582,109,105386,105386,144,7,,19012,21,166,41,Feminino,São Paulo
1490,2025-06-20 22:44:42.440081120,reels,Legenda sobre o post 1490 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1490 #outrotema #marketingdigital #redessociais,3861,20,54054,54054,54,159,2269.0,19014,50,211,39,Feminino,Outros
1491,2025-06-21 06:18:57.773001671,video,Legenda sobre o post 1491 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1491 #outrotema #marketingdigital #redessociais,336,75,3696,3696,84,21,11402.0,19016,9,292,20,Feminino,Rio de Janeiro
1492,2025-06-21 06:22:26.019124031,carousel,Legenda sobre o post 1492 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1492 #outrotema #marketingdigital #redessociais,3504,308,45552,45552,103,42,,19018,50,133,37,Feminino,São Paulo
1493,2025-06-21 06:34:55.910818100,carousel,Legenda sobre o post 1493 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1493 #outrotema #marketingdigital #redessociais,1504,15,5264,10528,6,89,,19020,70,181,24,Masculino,Belo Horizonte
1494,2025-06-21 06:43:13.554649591,reels,Legenda sobre o post 1494 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1494 #outrotema #marketingdigital #redessociais,3468,349,48552,48552,97,187,12142.0,19022,59,216,28,Masculino,Outros
1495,2025-06-21 07:31:51.133314848,carousel,Legenda sobre o post 1495 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1495 #outrotema #marketingdigital #redessociais,411,309,3904,7809,74,75,,19024,9,78,28,Feminino,São Paulo
1496,2025-06-21 07:34:19.993878841,video,Legenda sobre o post 1496 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1496 #outrotema #marketingdigital #redessociais,219,305,6351,6351,59,27,1008.0,19026,49,268,26,Feminino,Outros
1497,2025-06-21 08:08:24.649929762,image,Legenda sobre o post 1497 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1497 #outrotema #marketingdigital #redessociais,3267,149,55539,55539,73,86,,19028,12,276,30,Masculino,Rio de Janeiro
1498,2025-06-21 10:07:34.863886118,reels,Legenda sobre o post 1498 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1498 #outrotema #marketingdigital #redessociais,2773,54,19411,19411,10,126,12853.0,19030,76,237,35,Feminino,Outros
1499,2025-06-21 11:42:16.667760134,image,Legenda sobre o post 1499 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1499 #outrotema #marketingdigital #redessociais,4489,102,29178,58357,12,146,,19032,45,234,23,Feminino,Porto Alegre
1500,2025-06-21 12:22:48.012934923,reels,Legenda sobre o post 1500 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1500 #outrotema #marketingdigital #redessociais,4038,134,20190,40380,16,173,11665.0,19034,44,47,37,Feminino,Belo Horizonte
1501,2025-06-21 13:51:47.012327433,image,Legenda sobre o post 1501 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1501 #outrotema #marketingdigital #redessociais,2095,230,23045,23045,15,195,,19036,27,22,28,Masculino,Belo Horizonte
1502,2025-06-21 19:20:37.827308178,video,Legenda sobre o post 1502 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1502 #outrotema #marketingdigital #redessociais,3018,289,24144,48288,18,54,916.0,19038,6,107,31,Masculino,Belo Horizonte
1503,2025-06-21 19:30:34.593546391,carousel,Legenda sobre o post 1503 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1503 #outrotema #marketingdigital #redessociais,426,165,5751,11502,3,0,,19040,19,102,21,Feminino,São Paulo
1504,2025-06-21 21:39:58.947023392,image,Legenda sobre o post 1504 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1504 #outrotema #marketingdigital #redessociais,2614,65,9149,18298,144,196,,19042,28,297,34,Masculino,Rio de Janeiro
1505,2025-06-21 22:18:15.116371870,image,Legenda sobre o post 1505 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1505 #outrotema #marketingdigital #redessociais,1413,142,10597,21195,100,73,,19044,4,275,33,Feminino,Outros
1506,2025-06-22 02:08:52.729744911,video,Legenda sobre o post 1506 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1506 #outrotema #marketingdigital #redessociais,330,5,3630,3630,140,112,574.0,19046,43,179,19,Masculino,Rio de Janeiro
1507,2025-06-22 04:37:54.536980391,image,Legenda sobre o post 1507 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1507 #outrotema #marketingdigital #redessociais,870,458,13920,13920,135,37,,19048,68,135,39,Masculino,Outros
1508,2025-06-22 05:18:31.574079037,carousel,Legenda sobre o post 1508 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1508 #outrotema #marketingdigital #redessociais,2996,421,32956,32956,3,169,,19050,32,83,44,Feminino,Outros
1509,2025-06-22 07:27:50.882319689,reels,Legenda sobre o post 1509 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1509 #outrotema #marketingdigital #redessociais,2735,98,51965,51965,7,81,3120.0,19052,17,12,26,Feminino,São Paulo
1510,2025-06-22 08:26:18.575082779,reels,Legenda sobre o post 1510 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1510 #outrotema #marketingdigital #redessociais,161,118,966,966,140,136,2521.0,19054,7,26,21,Masculino,São Paulo
1511,2025-06-22 10:06:13.003194571,video,Legenda sobre o post 1511 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1511 #outrotema #marketingdigital #redessociais,1804,276,45100,45100,81,4,13645.0,19056,74,159,30,Masculino,Belo Horizonte
1512,2025-06-22 10:19:12.501562595,video,Legenda sobre o post 1512 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1512 #outrotema #marketingdigital #redessociais,3411,407,68220,68220,39,196,6257.0,19058,12,27,23,Masculino,Outros
1513,2025-06-22 14:58:00.785096169,reels,Legenda sobre o post 1513 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1513 #outrotema #marketingdigital #redessociais,3983,270,111524,111524,90,22,4588.0,19060,20,91,30,Feminino,Rio de Janeiro
1514,2025-06-22 19:24:20.431719780,carousel,Legenda sobre o post 1514 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1514 #outrotema #marketingdigital #redessociais,2856,302,48552,48552,92,121,,19062,8,39,29,Masculino,Rio de Janeiro
1515,2025-06-22 22:04:07.613786459,video,Legenda sobre o post 1515 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1515 #outrotema #marketingdigital #redessociais,1159,128,10431,10431,36,67,4280.0,19064,62,91,20,Feminino,Rio de Janeiro
1516,2025-06-22 23:56:38.217672825,reels,Legenda sobre o post 1516 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1516 #outrotema #marketingdigital #redessociais,1750,84,42000,42000,123,50,1663.0,19066,28,204,31,Masculino,Rio de Janeiro
1517,2025-06-23 02:09:56.505847216,reels,Legenda sobre o post 1517 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1517 #outrotema #marketingdigital #redessociais,4693,105,126711,126711,64,147,2380.0,19068,9,115,41,Masculino,Rio de Janeiro
1518,2025-06-23 06:07:37.958154440,video,Legenda sobre o post 1518 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1518 #outrotema #marketingdigital #redessociais,2315,395,9260,18520,24,65,11376.0,19070,8,174,31,Feminino,Outros
1519,2025-06-23 07:41:21.371379137,image,Legenda sobre o post 1519 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1519 #outrotema #marketingdigital #redessociais,4361,277,78498,78498,40,64,,19072,73,175,41,Masculino,Outros
1520,2025-06-23 08:43:39.097846746,image,Legenda sobre o post 1520 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1520 #outrotema #marketingdigital #redessociais,875,296,8312,16625,127,96,,19074,3,77,19,Masculino,Porto Alegre
1521,2025-06-23 11:15:53.636071920,image,Legenda sobre o post 1521 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1521 #outrotema #marketingdigital #redessociais,3353,427,53648,53648,116,23,,19076,30,160,40,Feminino,São Paulo
1522,2025-06-23 11:57:18.158493519,carousel,Legenda sobre o post 1522 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1522 #outrotema #marketingdigital #redessociais,2850,245,34200,34200,26,33,,19078,3,295,22,Masculino,São Paulo
1523,2025-06-23 15:28:28.729111671,image,Legenda sobre o post 1523 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1523 #outrotema #marketingdigital #redessociais,4922,479,22149,44298,149,133,,19080,74,79,43,Feminino,São Paulo
1524,2025-06-23 15:54:56.476320028,video,Legenda sobre o post 1524 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1524 #outrotema #marketingdigital #redessociais,3800,31,95000,95000,49,116,275.0,19082,34,252,36,Feminino,Rio de Janeiro
1525,2025-06-23 18:17:16.938807487,reels,Legenda sobre o post 1525 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1525 #outrotema #marketingdigital #redessociais,173,264,3979,3979,24,25,13619.0,19084,43,169,29,Feminino,Belo Horizonte
1526,2025-06-23 19:46:33.392059565,reels,Legenda sobre o post 1526 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1526 #outrotema #marketingdigital #redessociais,4746,164,56952,56952,132,106,12604.0,19086,34,159,35,Feminino,Belo Horizonte
1527,2025-06-23 20:22:08.124684334,video,Legenda sobre o post 1527 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1527 #outrotema #marketingdigital #redessociais,1360,12,4080,8160,46,112,10124.0,19088,52,253,24,Feminino,Belo Horizonte
1528,2025-06-23 20:42:23.872978449,image,Legenda sobre o post 1528 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1528 #outrotema #marketingdigital #redessociais,2389,430,5972,11945,138,54,,19090,63,165,43,Masculino,Rio de Janeiro
1529,2025-06-23 22:17:04.326305628,video,Legenda sobre o post 1529 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1529 #outrotema #marketingdigital #redessociais,916,470,9160,18320,79,185,173.0,19092,7,69,43,Masculino,Outros
1530,2025-06-23 23:15:24.098957062,carousel,Legenda sobre o post 1530 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1530 #outrotema #marketingdigital #redessociais,2886,405,10101,20202,15,189,,19094,74,232,21,Feminino,Belo Horizonte
1531,2025-06-24 02:47:20.569395065,carousel,Legenda sobre o post 1531 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1531 #outrotema #marketingdigital #redessociais,3860,140,42460,42460,69,62,,19096,10,211,18,Masculino,São Paulo
1532,2025-06-24 08:21:20.506101131,image,Legenda sobre o post 1532 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1532 #outrotema #marketingdigital #redessociais,3445,249,31005,31005,72,154,,19098,36,36,40,Feminino,Rio de Janeiro
1533,2025-06-24 09:05:59.097325325,reels,Legenda sobre o post 1533 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1533 #outrotema #marketingdigital #redessociais,907,333,9070,9070,112,75,13864.0,19100,5,253,31,Feminino,Belo Horizonte
1534,2025-06-24 11:38:12.544629097,video,Legenda sobre o post 1534 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1534 #outrotema #marketingdigital #redessociais,3732,431,22392,44784,138,26,5690.0,19102,6,54,29,Feminino,Rio de Janeiro
1535,2025-06-24 14:21:27.709524632,image,Legenda sobre o post 1535 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1535 #outrotema #marketingdigital #redessociais,940,255,10340,10340,67,20,,19104,76,46,21,Masculino,Belo Horizonte
1536,2025-06-24 14:48:21.975426674,image,Legenda sobre o post 1536 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1536 #outrotema #marketingdigital #redessociais,3336,412,23352,46704,142,113,,19106,67,45,38,Feminino,Porto Alegre
1537,2025-06-24 18:32:17.968894720,reels,Legenda sobre o post 1537 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1537 #outrotema #marketingdigital #redessociais,2330,202,11650,23300,3,89,3666.0,19108,27,14,35,Masculino,Outros
1538,2025-06-24 21:10:53.670021534,image,Legenda sobre o post 1538 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1538 #outrotema #marketingdigital #redessociais,4824,243,50652,101304,31,181,,19110,1,288,42,Masculino,Rio de Janeiro
1539,2025-06-25 00:14:18.944615126,carousel,Legenda sobre o post 1539 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1539 #outrotema #marketingdigital #redessociais,2964,142,38532,77064,38,58,,19112,28,299,26,Feminino,São Paulo
1540,2025-06-25 00:16:47.347551346,reels,Legenda sobre o post 1540 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1540 #outrotema #marketingdigital #redessociais,1854,216,12978,12978,68,56,6550.0,19114,25,219,18,Feminino,Rio de Janeiro
1541,2025-06-25 02:23:48.404429913,carousel,Legenda sobre o post 1541 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1541 #outrotema #marketingdigital #redessociais,286,491,2431,4862,24,42,,19116,65,25,19,Feminino,Outros
1542,2025-06-25 04:33:46.316466331,carousel,Legenda sobre o post 1542 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1542 #outrotema #marketingdigital #redessociais,4561,116,47890,95781,57,44,,19118,74,96,39,Masculino,Outros
1543,2025-06-25 06:07:09.165944099,video,Legenda sobre o post 1543 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1543 #outrotema #marketingdigital #redessociais,676,85,4056,4056,72,22,8396.0,19120,24,257,41,Feminino,Porto Alegre
1544,2025-06-25 16:53:58.358254910,carousel,Legenda sobre o post 1544 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1544 #outrotema #marketingdigital #redessociais,1477,260,8862,17724,123,136,,19122,68,297,18,Feminino,Outros
1545,2025-06-25 17:47:27.814829588,video,Legenda sobre o post 1545 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1545 #outrotema #marketingdigital #redessociais,4042,154,22231,44462,17,9,9649.0,19124,4,199,33,Masculino,São Paulo
1546,2025-06-25 18:41:22.529735564,image,Legenda sobre o post 1546 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1546 #outrotema #marketingdigital #redessociais,2859,328,25731,25731,130,8,,19126,70,141,43,Feminino,Outros
1547,2025-06-26 01:40:14.674710751,image,Legenda sobre o post 1547 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1547 #outrotema #marketingdigital #redessociais,1791,261,25969,51939,71,151,,19128,7,120,40,Masculino,Porto Alegre
1548,2025-06-26 08:03:09.321161032,reels,Legenda sobre o post 1548 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1548 #outrotema #marketingdigital #redessociais,3634,343,47242,94484,68,130,12395.0,19130,51,154,44,Feminino,São Paulo
1549,2025-06-26 08:39:38.634816647,carousel,Legenda sobre o post 1549 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1549 #outrotema #marketingdigital #redessociais,4950,150,32175,64350,72,193,,19132,5,196,41,Feminino,São Paulo
1550,2025-06-26 10:47:42.754180431,video,Legenda sobre o post 1550 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1550 #outrotema #marketingdigital #redessociais,1193,30,2982,5965,99,123,14724.0,19134,17,223,18,Feminino,Rio de Janeiro
1551,2025-06-26 11:52:53.606417179,reels,Legenda sobre o post 1551 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1551 #outrotema #marketingdigital #redessociais,1780,109,21360,42720,41,104,10026.0,19136,47,63,28,Feminino,São Paulo
1552,2025-06-26 13:51:38.776177406,image,Legenda sobre o post 1552 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1552 #outrotema #marketingdigital #redessociais,126,419,3276,3276,104,59,,19138,73,263,23,Feminino,Outros
1553,2025-06-26 15:30:34.757363558,reels,Legenda sobre o post 1553 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1553 #outrotema #marketingdigital #redessociais,1427,458,25686,25686,94,43,12361.0,19140,27,249,40,Feminino,Outros
1554,2025-06-26 23:20:27.858057976,image,Legenda sobre o post 1554 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1554 #outrotema #marketingdigital #redessociais,3438,375,68760,68760,8,103,,19142,9,197,39,Feminino,São Paulo
1555,2025-06-27 02:12:05.448781490,carousel,Legenda sobre o post 1555 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1555 #outrotema #marketingdigital #redessociais,4806,217,24030,48060,117,65,,19144,44,140,34,Feminino,São Paulo
1556,2025-06-27 07:09:14.803688526,reels,Legenda sobre o post 1556 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1556 #outrotema #marketingdigital #redessociais,1730,434,20760,20760,97,110,8823.0,19146,15,211,31,Feminino,São Paulo
1557,2025-06-27 08:07:58.865097523,image,Legenda sobre o post 1557 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1557 #outrotema #marketingdigital #redessociais,800,256,6000,12000,104,74,,19148,43,73,35,Feminino,Porto Alegre
1558,2025-06-27 08:27:06.192698240,image,Legenda sobre o post 1558 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1558 #outrotema #marketingdigital #redessociais,2927,296,58540,58540,103,148,,19150,2,218,20,Feminino,São Paulo
1559,2025-06-27 10:26:23.176567554,image,Legenda sobre o post 1559 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1559 #outrotema #marketingdigital #redessociais,2803,186,21022,42045,2,195,,19152,34,44,33,Feminino,Belo Horizonte
1560,2025-06-27 11:56:47.974357605,image,Legenda sobre o post 1560 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1560 #outrotema #marketingdigital #redessociais,188,328,846,1692,56,192,,19154,41,291,26,Masculino,São Paulo
1561,2025-06-27 16:47:43.818191767,video,Legenda sobre o post 1561 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal1561 #outrotema #marketingdigital #redessociais,3223,41,40287,80575,115,14,3718.0,19156,39,213,24,Masculino,Outros
